index	*ID	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
jamellasunique913	913	100	1		1		20		amu			5	5000								enr		20	30	res-pois-max		10	20	extra-pois		70	140	gold%		90	160	regen		30	30	res-pois-len		75	75	ease		100	100																						0
jamellasunique914	914	100	1		1		31		amu			5	5000								ass		1	3	all-stats		12	21	move1		25	56	swing1		25	56	res-all-max		10	20	hp		62	93	res-all		24	35	thorns		31	231	regen		30	30	mag%		56	112										0
jamellasunique915	915	100	1		1		36		amu			5	5000								ama		1	3	mana%		18	36	hp%		18	36	res-fire		29	45	res-all		25	36	res-fire-max		10	20	regen-mana		50	50	heal-kill		14	23																		0
jamellasunique916	916	100	1		1		53		amu			5	5000								hp%		26	53	abs-ltng		5	27	res-all		28	40	extra-ltng		103	206	regen		30	30	nec		1	4	enr		53	80	oskill	32	3	18	abs-ltng%		25	50	res-ltng-max		10	20										0
jamellasunique917	917	100	1		1		69		amu			5	5000								vit		69	104	all-stats		22	40	dmg-to-mana		25	50	ass		1	4	res-all-max		10	20	res-all		30	43	fireskill		1	5																						0
jamellasunique918	918	100	1		1		85		amu			5	5000								mana%		42	85	abs-cold		5	43	extra-cold		135	270	res-cold		37	56	addxp		10	20	heal-kill		26	48	half-freeze		1	1	mana-kill		26	48	ease		100	100	gold%		220	355										0
jamellasunique919	919	100	1		1		72		amu			5	5000								vit		72	108	bar		1	4	mana%		36	72	enr		72	108	oskill	58	6	72	res-pois-max		10	20	heal-kill		23	41	res-pois-len		75	75	regen		30	30	hp%		36	72	res-pois		35	54						0
jamellasunique920	920	100	1		1		90		amu			5	5000								allskills		1	2	fireskill		1	6	addxp		10	20	regen-mana		50	50	mana-kill		27	50	gold%		230	370																										0
jamellasunique921	921	100	1		1		99		amu			5	5000								dru		1	5	oskill	94	6	99	res-fire		38	58	all-stats		29	55	res-all		32	46	res-fire-max		10	20	extra-fire		149	298	cast1		15	25	abs-fire		5	50	fireskill		1	6	regen		30	30						0
jamellasunique922	922	100	1		1		5		lax			5	5000								aura	102	3	3	vit		5	8	ama		1	2	hp%		2	5																																		0
jamellasunique923	923	100	1		1		26		gax			5	5000								dex		26	39	crush		25	25	dmg-demon		278	630	manasteal		4	8																																		0
jamellasunique924	924	100	1		1		19		bwn			5	5000								allskills		1	1	enr		19	29	cast1		15	25	res-pois-max		10	20																																		0
jamellasunique925	925	100	1		1		2		scp			5	5000								mana%		1	2	bar		1	2	res-cold		5	9																																						0
jamellasunique926	926	100	1		1		12		gsc			5	5000								pal		1	2	aura	 122	3	4	dmg-ac		50	1062																																						0
jamellasunique927	927	100	1		1		3		spc			5	5000								pal		1	2	aura	102	3	3	vit		3	5																																						0
jamellasunique928	928	100	1		1		10		mac			5	5000								pal		1	2	vit		10	15	all-stats		7	10	gold%		70	130	hp%		5	10	dmg-pois	75	50	100																										0
jamellasunique929	929	100	1		1		13		mst			5	5000								sor		1	2	lifesteal		4	8	move1		25	38	slow		25	40	att		90	155																														0
jamellasunique930	930	100	1		1		23		whm			5	5000								dmg%		269	615	crush		25	25	lifesteal		4	8	nec		1	2	openwounds		35	70	dmg-ac		50	1073																										0
jamellasunique931	931	100	1		1		9		sbr			5	5000								vit		9	14	res-all		15	22	heal-kill		7	10																																						0
jamellasunique932	932	100	1		1		9		2hs			5	5000								vit		9	14	enr		9	14	bar		1	2	dmg-pois	75	45	90	move1		25	34	mana-kill		7	10																										0
jamellasunique933	933	100	1		1		18		clm			5	5000								enr		18	27	mana%		9	18	abs-cold		5	9	res-cold-max		10	20	res-all		20	29	res-all-max		10	20	freeze		1	1																						0
jamellasunique934	934	100	1		1		33		bsw			5	5000								aura	114	3	11	dmg-cold	150	165	330	half-freeze		1	1	ama		1	3	enr		33	50	res-cold-max		10	20	extra-cold		83	166																						0
jamellasunique935	935	100	1		1		49		gsd			5	5000								oskill	121	6	49	crush		25	25	res-all-max		10	20	res-all		27	39	att-undead		149	347	dmg-norm		245	490	openwounds		35	70	dmg-ac		50	1099	att-demon		149	347	slow		25	40	dmg-undead		347	745						0
jamellasunique936	936	100	1		1		8		dir			5	5000								ass		1	2	vit		8	12	aura	118	3	3	dmg-ltng		40	80	mana		16	24	regen		30	30																										0
jamellasunique937	937	100	1		1		22		kri			5	5000								oskill	81	6	22	mana%		11	22	allskills		1	1	enr		22	33	aura	114	3	8	res-all		22	31	regen-mana		50	50	vit		22	33	res-cold-max		10	20														0
jamellasunique938	938	100	1		1		5		tax			5	5000								ama		1	2	res-ltng-max		10	20	light-thorns		5	10																																						0
jamellasunique939	939	100	1		1		36		tsp			5	5000								allskills		1	1	hp		72	108	move1		25	61	dmg-ltng		180	360	res-all-max		10	20	abs-ltng%		25	50	light-thorns		36	72	vit		36	54	all-stats		14	23	extra-ltng		86	172										0
jamellasunique940	940	100	1		1		19		brn			5	5000								allskills		1	1	manasteal		4	8	ignore-ac		1	1	mag%		44	88	dmg%		257	595	dmg-demon		257	595	balance1		35	35																						0
jamellasunique941	941	100	1		1		16		spt			5	5000								bar		1	2	hp%		8	16	deadly		35	70	gold%		82	148	thorns		16	216	noheal		1	1	att		105	185	demon-heal		9	13																		0
jamellasunique942	942	100	1		1		26		hal			5	5000								pal		1	3	abs-cold		5	13	extra-cold		76	152	mana		52	78	gold%		102	178																														0
jamellasunique943	943	100	1		1		39		wsc			5	5000								enr		39	59	dmg-cold	150	195	390	res-all		26	37	res-cold		30	46	all-stats		14	25																														0
jamellasunique944	944	100	1		1		13		cst			5	5000								vit		13	20	bar		1	2	abs-ltng%		25	50	res-all		18	26	move1		25	38	res-ltng		21	33																										0
jamellasunique945	945	100	1		1		18		bst			5	5000								vit		18	27	enr		18	27	ass		1	2	oskill	81	6	18																																		0
jamellasunique946	946	100	1		1		5		hbw			5	5000								bar		1	2	abs-ltng%		25	50	mana-kill		6	8																																						0
jamellasunique947	947	100	1		1		18		sbb			5	5000								sor		1	2	dmg-pois	75	90	180	mana-kill		9	14	oskill	81	6	18	mana%		9	18	res-pois-max		10	20	all-stats		9	14																						0
jamellasunique948	948	100	1		1		27		lbb			5	5000								ama		1	3	openwounds		35	70	deadly		35	70	dmg-undead		281	635	slow		25	40	att%		127	281																										0
jamellasunique949	949	100	1		1		33		9ha			5	5000								enr		33	50	extra-ltng		83	166	res-all-max		10	20	abs-ltng%		25	50	hp		66	99																														0
jamellasunique950	950	100	1		1		33		9wn			5	5000								allskills		1	1	aura	114	3	11	vit		33	50	abs-cold%		25	50	extra-cold		83	166	addxp		10	20	enr		33	50	hp%		16	33	oskill	121	6	33														0
jamellasunique951	951	100	1		1		49		9yw			5	5000								oskill	121	6	49	aura	114	3	17	extra-cold		99	198	res-all		27	39	hp		98	147	freeze		1	1																										0
jamellasunique952	952	100	1		1		55		9gw			5	5000								nec		1	4	res-cold		33	51	mana		110	165	move1		25	80	res-cold-max		10	20	res-all		28	41	all-stats		18	33	extra-cold		105	210																		0
jamellasunique953	953	100	1		1		41		9ma			5	5000								sor		1	3	enr		41	62	oskill	250	6	41	aura	114	3	14	mana%		20	41	hp		82	123	cast1		15	25																						0
jamellasunique954	954	100	1		1		45		9mt			5	5000								allskills		1	1	oskill	121	6	45	vit		45	68	aura	118	3	15	mana%		22	45	dmg-ltng		225	450																										0
jamellasunique955	955	100	1		1		42		9wh			5	5000								oskill	81	6	42	abs-ltng%		25	50	ease		100	100	heal-kill		15	26	cheap		10	20																														0
jamellasunique956	956	100	1		1		40		9sm			5	5000								mana%		20	40	nec		1	3	enr		40	60	aura	102	3	14	hp%		20	40																														0
jamellasunique957	957	100	1		1		47		9sb			5	5000								pal		1	3	oskill	32	3	16	abs-cold%		25	50	cheap		10	20	addxp		10	20	freeze		1	1	heal-kill		16	29	aura	114	3	16	all-stats		16	29	dmg-cold	150	235	470	abs-cold		5	24						0
jamellasunique958	958	100	1		1		45		9cm			5	5000								sor		1	3	hp%		22	45	oskill	276	6	45	abs-ltng		5	23	cheap		10	20	aura	118	3	15	vit		45	68	enr		45	68	mana%		22	45	abs-ltng%		25	50										0
jamellasunique959	959	100	1		1		39		9gs			5	5000								dru		1	3	abs-cold		5	20	res-cold		30	46	demon-heal		14	25	ease		100	100	addxp		10	20	gold%		128	217	freeze		1	1	regen		30	30	mana%		19	39										0
jamellasunique960	960	100	1		1		59		9fb			5	5000								lifesteal		4	8	aura	98	3	20	res-all		29	41	slow		25	40	ignore-ac		1	1	regen		30	30																										0
jamellasunique961	961	100	1		1		37		9dg			5	5000								vit		37	56	hp		74	111	res-ltng		30	46	ease		100	100	oskill	81	6	37																														0
jamellasunique962	962	100	1		1		39		9kr			5	5000								aura	114	3	13	dmg-cold	150	195	390	res-all-max		10	20	extra-cold		89	178	res-cold-max		10	20	mana-kill		14	25	regen-mana		50	50	enr		39	59	ama		1	3	oskill	58	6	39										0
jamellasunique963	963	100	1		1		52		9ts			5	5000								sor		1	4	dmg-pois	75	260	520	res-all-max		10	20	heal-kill		18	31	regen		30	30																														0
jamellasunique964	964	100	1		1		48		9sr			5	5000								enr		48	72	res-fire		32	49	extra-fire		98	196	dmg-fire		240	480	mag%		73	146	cheap		10	20	addxp		10	20	regen		30	30																		0
jamellasunique965	965	100	1		1		33		9b7			5	5000								oskill	58	6	33	move1		25	58	addxp		10	20	mag%		58	116	heal-kill		13	22	gold%		116	199	half-freeze		1	1	ease		100	100																		0
jamellasunique966	966	100	1		1		24		8ss			5	5000								aura	114	3	8	dmg-cold	150	120	240	cast1		15	25	regen-mana		50	50																																		0
jamellasunique967	967	100	1		1		49		8ls			5	5000								allskills		1	1	enr		49	74	vit		49	74	res-cold		32	49	cheap		10	20	regen		30	30	hp%		24	49	oskill	58	6	49	aura	114	3	17														0
jamellasunique968	968	100	1		1		57		8ws			5	5000								aura	102	3	19	dru		1	4	oskill	121	6	57	mana%		28	57	abs-fire%		25	50	dmg-fire		285	570	abs-fire		5	29	fireskill		1	4	regen-mana		50	50	addxp		10	20	cheap		10	20						0
jamellasunique969	969	100	1		1		28		8sb			5	5000								aura	114	3	10	abs-cold		5	14	dmg-cold	150	140	280	cast1		15	25	abs-cold%		25	50																														0
jamellasunique970	970	100	1		1		34		8hb			5	5000								oskill	121	6	34	ass		1	3	res-all-max		10	20	ease		100	100	gold%		118	202	addxp		10	20	mana%		17	34	enr		34	51	vit		34	51	res-pois		29	45										0
jamellasunique971	971	100	1		1		51		8s8			5	5000								aura	98	3	17	bar		1	4	manasteal		4	8	hp		102	153	balance1		35	35																														0
jamellasunique972	972	100	1		1		56		8l8			5	5000								bar		1	4	aura	118	3	19	oskill	58	6	56	res-ltng		33	51	abs-ltng%		25	50	ease		100	100	gold%		162	268	regen		30	30	mana%		28	56	enr		56	84	move1		25	81	abs-ltng		5	28		0
jamellasunique973	973	100	1		1		40		8lx			5	5000								pal		1	3	extra-cold		90	180	cheap		10	20	regen-mana		50	50	demon-heal		15	25	oskill	58	6	40																										0
jamellasunique974	974	100	1		1		39		8mx			5	5000								aura	118	3	13	abs-ltng%		25	50	all-stats		14	25	move1		25	64	mana		78	117	res-ltng-max		10	20	res-ltng		30	46																						0
jamellasunique975	975	100	1		1		60		8rx			5	5000								allskills		1	2	oskill	57	6	60	enr		60	90	aura	118	3	20	move1		25	85	hp		120	180	abs-ltng%		25	50	extra-ltng		110	220	abs-ltng		5	30	res-ltng-max		10	20	ease		100	100						0
jamellasunique976	976	100	1		1		14		axf			5	5000								vit		14	21	dmg-fire		70	140	heal-kill		8	12	regen-mana		50	50	ease		100	100	demon-heal		8	12	addxp		10	20																						0
jamellasunique977	977	100	1		1		15		ces			5	5000								ass		1	2	dmg-cold	150	75	150	half-freeze		1	1	cheap		10	20	gold%		80	145	freeze		1	1																										0
jamellasunique978	978	100	1		1		22		btl			5	5000								mana%		11	22	aura	114	3	8	oskill	81	6	22	enr		22	33																																		0
jamellasunique979	979	100	1		1		20		skr			5	5000								vit		20	30	aura	114	3	7	hp%		10	20	mana%		10	20	enr		20	30	move1		25	45	cast1		15	25	freeze		1	1																		0
jamellasunique980	980	100	1		1		43		9xf			5	5000								oskill	81	6	43	res-cold-max		10	20	half-freeze		1	1	mana-kill		15	27	regen-mana		50	50	demon-heal		15	27	cheap		10	20																						0
jamellasunique981	981	100	1		1		54		9cs			5	5000								ass		1	4	dmg-pois	75	270	540	hp		108	162	regen-mana		50	50	gold%		158	262	regen		30	30	cheap		10	20	oskill	32	3	18																		0
jamellasunique982	982	100	1		1		66		7ar			5	5000								hp%		33	66	aura	102	3	22	abs-fire%		25	50	mag%		91	182	mana%		33	66	oskill	54	3	22																										0
jamellasunique983	983	100	1		1		82		7wb			5	5000								hp%		41	82	res-fire		36	56	dmg-fire		410	820	hp		164	246	res-all-max		10	20	res-fire-max		10	20	ease		100	100	mag%		107	214	demon-heal		25	46														0
jamellasunique984	984	100	1		1		80		7cs			5	5000								mana%		40	80	enr		80	120	oskill	81	6	80	ass		1	5	extra-pois		130	260	mag%		105	210	regen-mana		50	50	addxp		10	20	demon-heal		25	45	hp%		40	80										0
jamellasunique985	985	100	1		1		87		72a			5	5000								lifesteal		4	8	aura	 113	3	29	swing1		25	112	dmg-undead		461	935	res-all-max		10	20	manasteal		4	8																										0
jamellasunique986	986	100	1		1		84		7ba			5	5000								ass		1	5	vit		84	126	mana		168	252	res-all-max		10	20	res-all		31	45	gold%		218	352	oskill	121	6	84																						0
jamellasunique987	987	100	1		1		93		7ga			5	5000								pal		1	5	res-pois-max		10	20	res-pois-len		75	75	hp%		46	93	oskill	58	6	93	all-stats		28	52	cast1		15	25	res-pois		37	57	addxp		10	20														0
jamellasunique988	988	100	1		1		62		7cl			5	5000								lifesteal		4	8	openwounds		35	70	att-undead		162	386	deadly		35	70	gold%		174	286	dmg%		386	810	manasteal		4	8	hp		124	186	dmg-demon		386	810														0
jamellasunique989	989	100	1		1		50		7sc			5	5000								oskill	58	6	50	mana		100	150	ease		100	100	mag%		75	150	addxp		10	20	allskills		1	1																										0
jamellasunique990	990	100	1		1		91		7qs			5	5000								sor		1	5	dmg-cold	150	455	910	mana-kill		27	51	freeze		1	1	gold%		232	373	demon-heal		27	51	heal-kill		27	51																						0
jamellasunique991	991	100	1		1		99		7ws			5	5000								bar		1	5	res-cold		38	58	extra-cold		149	298	hp		198	297	all-stats		29	55	res-cold-max		10	20	half-freeze		1	1	freeze		1	1	regen		30	30	mag%		124	248										0
jamellasunique992	992	100	1		1		56		7sp			5	5000								allskills		1	2	hp%		28	56	oskill	58	6	56	aura	114	3	19	vit		56	84	mana%		28	56	res-all-max		10	20	addxp		10	20	enr		56	84	res-cold		33	51	res-cold-max		10	20	hp		112	168		0
jamellasunique993	993	100	1		1		99		7gm			5	5000								aura	102	3	33	ass		1	5	enr		99	149	abs-fire		5	50	dmg-fire		495	990	fireskill		1	6	gold%		248	397	ease		100	100																		0
jamellasunique994	994	100	1		1		82		7cr			5	5000								oskill	250	6	82	dmg-cold	150	410	820	cheap		10	20	mag%		107	214	freeze		1	1	dru		1	5	hp%		41	82	extra-cold		132	264	res-cold		36	56	move1		25	107	addxp		10	20						0
jamellasunique995	995	100	1		1		84		7gs			5	5000								bar		1	5	move1		25	109	dmg-ac		50	1134	ignore-ac		1	1	thorns		84	284	levelreq		1	1	gold%		218	352	indestruct		1	1	cheap		10	20														0
jamellasunique996	996	100	1		1		91		7gd			5	5000								sor		1	5	abs-fire%		25	50	res-fire-max		10	20	addxp		10	20	mana-kill		27	51	cheap		10	20	heal-kill		27	51	aura	102	3	31																		0
jamellasunique997	997	100	1		1		88		7tk			5	5000								bar		1	5	oskill	54	3	30	enr		88	132	mana%		44	88	vit		88	132	res-pois-max		10	20	res-all		31	45	res-pois		37	56	ease		100	100	res-pois-len		75	75										0
jamellasunique998	998	100	1		1		80		7bk			5	5000								vit		80	120	abs-ltng%		25	50	regen		30	30	light-thorns		80	160	gold%		210	340	bar		1	5	dmg-ltng		400	800																						0
jamellasunique999	999	100	1		1		99		7b8			5	5000								dru		1	5	res-ltng-max		10	20	dmg-ltng		495	990	cheap		10	20	addxp		10	20	light-thorns		99	198	regen-mana		50	50	demon-heal		29	55	aura	118	3	33	oskill	81	6	99										0
jamellasunique1000	1000	100	1		1		70		7ja			5	5000								oskill	276	6	70	pal		1	4	aura	118	3	24	vit		70	105	mana%		35	70	res-ltng-max		10	20	extra-ltng		120	240	light-thorns		70	140																		0
jamellasunique1001	1001	100	1		1		92		7s7			5	5000								aura	118	3	31	dmg-ltng		460	920	regen		30	30	mag%		117	234	demon-heal		28	51	regen-mana		50	50	light-thorns		92	184																						0
jamellasunique1002	1002	100	1		1		89		7vo			5	5000								aura	118	3	30	all-stats		27	50	regen		30	30	light-thorns		89	178	regen-mana		50	50	mana%		44	89	bar		1	5	hp%		44	89	mana		178	267														0
jamellasunique1003	1003	100	1		1		88		7s8			5	5000								sor		1	5	dmg-pois	75	440	880	move1		25	113	res-pois-max		10	20	mana		176	264	extra-pois		138	276																										0
jamellasunique1004	1004	100	1		1		95		6bs			5	5000								dru		1	5	oskill	58	6	95	mana		190	285	res-pois		37	57	demon-heal		28	53	ease		100	100	regen-mana		50	50																						0
jamellasunique1005	1005	100	1		1		62		6lb			5	5000								dru		1	4	cast1		15	25	heal-kill		20	36	aura	102	3	21	oskill	249	6	62	move1		25	87	abs-fire		5	31	abs-fire%		25	50	res-all		29	42	fireskill		1	5	res-fire-max		10	20	dmg-fire		310	620		0
jamellasunique1006	1006	100	1		1		97		6sw			5	5000								oskill	149	6	97	deadly		35	70	balance1		35	35	noheal		1	1	regen		30	30	dru		1	5	dex		97	146	vit		97	146	openwounds		35	70	dmg-norm		485	970	addxp		10	20	heal-kill		29	54		0
jamellasunique1007	1007	100	1		1		67		6lx			5	5000								aura	118	3	23	vit		67	101	mana		134	201	cast1		15	25	res-all		30	43	res-ltng		35	53	res-ltng-max		10	20	dmg-ltng		335	670	extra-ltng		117	234	abs-ltng%		25	50	addxp		10	20	heal-kill		21	39		0
jamellasunique1008	1008	100	1		1		8		ob2			5	5000								pal		1	2	enr		8	12	vit		8	12																																						0
jamellasunique1009	1009	100	1		1		27		ob5			5	5000								sor		1	3	res-all		23	33	mana-kill		11	19	gold%		104	181																																		0
jamellasunique1010	1010	100	1		1		18		am3			5	5000								vit		18	27	oskill	81	6	18	aura	118	3	6	enr		18	27	mana%		9	18	hp%		9	18	ama		1	2	mag%		43	86																		0
jamellasunique1011	1011	100	1		1		37		ob6			5	5000								aura	118	3	13	nec		1	3	mana%		18	37	oskill	81	6	37	enr		37	56	abs-ltng%		25	50	res-ltng-max		10	20	all-stats		14	24	res-ltng		30	46	demon-heal		14	24										0
jamellasunique1012	1012	100	1		1		44		am6			5	5000								crush		25	25	lifesteal		4	8	move1		25	69	thorns		44	244	levelreq		1	1	heal-kill		16	27	balance1		35	35	cheap		10	20	vit		44	66	deadly		35	70										0
jamellasunique1013	1013	100	1		1		46		am7			5	5000								hp%		23	46	all-stats		16	28	move1		25	71	heal-kill		16	28	demon-heal		16	28	mana-kill		16	28																										0
jamellasunique1014	1014	100	1		1		55		am9			5	5000								aura	114	3	19	dmg-cold	150	275	550	mana		110	165	ease		100	100	addxp		10	20	oskill	81	6	55	res-cold-max		10	20																						0
jamellasunique1015	1015	100	1		1		84		obc			5	5000								ama		1	5	res-cold-max		10	20	res-cold		36	56	dmg-cold	150	420	840	all-stats		26	47	half-freeze		1	1	regen-mana		50	50	regen		30	30	freeze		1	1	ease		100	100	mag%		109	218						0
jamellasunique1016	1016	100	1		1		99		obf			5	5000								aura	102	3	33	hp%		49	99	dmg-fire		495	990	extra-fire		149	298	mana-kill		29	55	pal		1	5																										0
jamellasunique1017	1017	100	1		1		11		hlm			5	5000								hp%		5	11	allskills		1	1	abs-ltng%		25	50	red-mag		11	22																																		0
jamellasunique1018	1018	100	1		1		26		ghm			5	5000								sor		1	3	abs-ltng		5	13	abs-ltng%		25	50	cheap		10	20	heal-kill		11	18	regen		30	30	mag%		51	102	aura	110	3	9																		0
jamellasunique1019	1019	100	1		1		1		qui			5	5000								nec		1	2	all-stats		5	6	heal-kill		5	6																																						0
jamellasunique1020	1020	100	1		1		3		hla			5	5000								mana%		1	3	extra-ltng		53	106	res-ltng		9	14																																						0
jamellasunique1021	1021	100	1		1		13		scl			5	5000								hp%		6	13	pal		1	2	oskill	40	6	13	all-stats		8	12	res-cold		21	33	abs-cold%		25	50	red-mag		13	26																						0
jamellasunique1022	1022	100	1		1		4		sml			5	5000								bar		1	2	extra-pois		54	108	cast1		15	25	mana		8	12																																		0
jamellasunique1023	1023	100	1		1		23		tow			5	5000								dru		1	2	oskill	145	6	23	dex		23	35	red-dmg%		19	27	swing1		25	48																														0
jamellasunique1024	1024	100	1		1		6		vgl			5	5000								allskills		1	1	mana		12	18	abs-ltng%		25	50	abs-ltng		5	5	cast1		15	25																														0
jamellasunique1025	1025	100	1		1		2		lbt			5	5000								vit		2	3	hp%		1	2	res-all-max		10	20																																						0
jamellasunique1026	1026	100	1		1		7		vbt			5	5000								dru		1	2	mana%		3	7	enr		7	11																																						0
jamellasunique1027	1027	100	1		1		14		mbt			5	5000								pal		1	2	move1		25	39	res-all-max		10	20	regen		30	30																																		0
jamellasunique1028	1028	100	1		1		9		vbl			5	5000								pal		1	2	hp%		4	9	enr		9	14	mana%		4	9	aura	100	3	3	hp		18	27																										0
jamellasunique1029	1029	100	1		1		35		hbl			5	5000								bar		1	3	hp%		17	35	oskill	32	3	12	aura	105	3	12	abs-cold%		25	50	regen		30	30	mana-kill		13	23	mana%		17	35	res-cold		29	45	move1		25	60										0
jamellasunique1030	1030	100	1		1		27		bhm			5	5000								sor		1	3	red-mag		27	54	move1		25	52	ease		100	100	regen-mana		50	50	addxp		10	20	mana-kill		11	19	vit		27	41																		0
jamellasunique1031	1031	100	1		1		22		bsh			5	5000								oskill	 50	6	22	res-cold-max		10	20	red-mag		22	44	res-cold		25	39	demon-heal		10	16	ease		100	100	mana-kill		10	16	mag%		47	94																		0
jamellasunique1032	1032	100	1		1		14		spk			5	5000								pal		1	2	move1		25	39	res-pois		21	33	mana-kill		8	12																																		0
jamellasunique1033	1033	100	1		1		40		xlm			5	5000								aura	100	3	14	hp%		20	40	mana%		20	40	res-fire		30	47	abs-fire%		25	50	res-all		26	37	red-mag		40	80	res-fire-max		10	20																		0
jamellasunique1034	1034	100	1		1		41		xhl			5	5000								red-dmg%		23	31	move1		25	66	ac-miss		230	435	ac-hth		230	435	ease		100	100	levelreq		1	1	hp%		20	41	ac%		141	323	cheap		10	20														0
jamellasunique1035	1035	100	1		1		53		xng			5	5000								nec		1	4	red-dmg		53	106	swing1		25	78	ac%		153	359	hp		106	159	levelreq		1	1	oskill	145	6	53	move1		25	78	res-all		28	40	res-all-max		10	20										0
jamellasunique1036	1036	100	1		1		56		xrs			5	5000								pal		1	4	aura	100	3	19	res-fire-max		10	20	res-all		28	41	abs-fire%		25	50	red-mag		56	112	fireskill		1	4	gold%		162	268	addxp		10	20	dmg-to-mana		25	50	vit		56	84	enr		56	84		0
jamellasunique1037	1037	100	1		1		60		xpl			5	5000								pal		1	4	all-stats		20	35	thorns		60	260	ac-hth		325	625	dex		60	90	ac%		160	380	red-dmg		60	120	swing1		25	85																		0
jamellasunique1038	1038	100	1		1		69		xld			5	5000								red-dmg%		26	36	dex		69	104	ama		1	4	all-stats		22	40	ac		370	715	addxp		10	20	mag%		94	188	ac-hth		370	715	ac-miss		370	715														0
jamellasunique1039	1039	100	1		1		66		xtp			5	5000								nec		1	4	vit		66	99	res-all		29	42	indestruct		1	1	aura	 103	3	22	all-stats		21	38																										0
jamellasunique1040	1040	100	1		1		54		xrg			5	5000								sor		1	4	oskill	94	6	54	enr		54	81	mana		108	162	demon-heal		18	32	mana%		27	54	aura	100	3	18	hp		108	162	abs-fire		5	27	heal-kill		18	32	vit		54	81						0
jamellasunique1041	1041	100	1		1		61		xit			5	5000								allskills		1	2	abs-cold		5	31	cheap		10	20	mana-kill		20	36	half-freeze		1	1	mag%		86	172	enr		61	92	oskill	40	6	61	hp%		30	61	cast1		15	25	all-stats		20	36						0
jamellasunique1042	1042	100	1		1		47		xmg			5	5000								aura	110	3	16	abs-ltng		5	24	dmg-to-mana		25	50	addxp		10	20	heal-kill		16	29	regen-mana		50	50	dru		1	3																						0
jamellasunique1043	1043	100	1		1		36		xlb			5	5000								sor		1	3	res-pois-max		10	20	red-mag		36	72	demon-heal		14	23	enr		36	54	vit		36	54																										0
jamellasunique1044	1044	100	1		1		65		xtb			5	5000								aura	100	3	22	vit		65	98	abs-fire%		25	50	dmg-to-mana		25	50	mag%		90	180	addxp		10	20																										0
jamellasunique1045	1045	100	1		1		42		zvb			5	5000								ama		1	3	oskill	94	6	42	abs-fire%		25	50	res-fire-max		10	20	abs-fire		5	21	mana		84	126	regen-mana		50	50	cheap		10	20	aura	100	3	14	red-mag		42	84	res-all-max		10	20						0
jamellasunique1046	1046	100	1		1		50		xpk			5	5000								hp%		25	50	ass		1	3	aura	110	3	17	abs-ltng%		25	50	regen		30	30	regen-mana		50	50	demon-heal		17	30	mag%		75	150	enr		50	75														0
jamellasunique1047	1047	100	1		1		28		dr5			5	5000								dru		1	3	hp		56	84	red-mag		28	56	abs-fire%		25	50	mana		56	84	all-stats		12	19																										0
jamellasunique1048	1048	100	1		1		17		ba4			5	5000								mana%		8	17	res-pois-max		10	20	ease		100	100	bar		1	2	enr		17	26	hp		34	51																										0
jamellasunique1049	1049	100	1		1		8		pa2			5	5000								pal		1	2	vit		8	12	hp%		4	8																																						0
jamellasunique1050	1050	100	1		1		8		ne2			5	5000								oskill	 50	6	8	cast1		15	25	abs-cold		5	5	res-all-max		10	20																																		0
jamellasunique1051	1051	100	1		1		95		ci3			5	5000								aura	99	3	32	red-dmg		95	190	hp		190	285	demon-heal		28	53	indestruct		1	1	red-dmg%		28	38	move1		25	120																						0
jamellasunique1052	1052	100	1		1		59		ukp			5	5000								oskill	94	6	59	mana		118	177	dmg-to-mana		25	50	regen-mana		50	50	ass		1	4	move1		25	84																										0
jamellasunique1053	1053	100	1		1		60		uhl			5	5000								str		60	90	red-dmg%		25	35	hp%		30	60	res-all-max		10	20	heal-kill		20	35	ama		1	4	swing1		25	85	res-all		29	41	all-stats		20	35	indestruct		1	1										0
jamellasunique1054	1054	100	1		1		94		uea			5	5000								oskill	58	6	94	res-ltng		37	57	dmg-to-mana		25	50	light-thorns		94	188	regen		30	30	cheap		10	20																										0
jamellasunique1055	1055	100	1		1		92		uar			5	5000								aura	100	3	31	nec		1	5	all-stats		28	51	move1		25	117	extra-fire		142	284	fireskill		1	6	res-all-max		10	20																						0
jamellasunique1056	1056	100	1		1		66		uuc			5	5000								oskill	58	6	66	abs-ltng		5	33	demon-heal		21	38	light-thorns		66	132	addxp		10	20	regen-mana		50	50	pal		1	4	hp%		33	66	extra-ltng		116	232	heal-kill		21	38	mag%		91	182						0
jamellasunique1057	1057	100	1		1		96		uts			5	5000								oskill	32	3	32	abs-fire		5	48	regen-mana		50	50	pal		1	5	mana%		48	96	extra-fire		146	292																										0
jamellasunique1058	1058	100	1		1		78		utg			5	5000								vit		78	117	bar		1	5	extra-ltng		128	256	hp		156	234	dmg-to-mana		25	50	regen		30	30	oskill	57	6	78	move1		25	103	cheap		10	20	mana-kill		24	44	gold%		206	334	mag%		103	206		0
